Time (s), AI0 (V) 
6.200000E-1,4.188685E+0
6.300000E-1,4.185725E+0
6.400000E-1,4.185725E+0
6.500000E-1,4.172898E+0
6.600000E-1,4.097253E+0
6.700000E-1,4.092649E+0
6.800000E-1,3.999244E+0
6.900000E-1,3.999244E+0
7.000000E-1,3.990364E+0
7.100000E-1,3.960764E+0
7.200000E-1,3.956818E+0
7.300000E-1,3.954844E+0
7.400000E-1,3.910773E+0
7.500000E-1,3.846969E+0
7.600000E-1,3.814737E+0
7.700000E-1,3.735804E+0
7.800000E-1,3.682195E+0
7.900000E-1,3.665422E+0
8.000000E-1,3.663448E+0
8.100000E-1,3.634835E+0
8.200000E-1,3.582871E+0
8.300000E-1,3.559848E+0
8.400000E-1,3.539786E+0
8.500000E-1,3.478613E+0
8.600000E-1,3.475982E+0
8.700000E-1,3.476968E+0
8.800000E-1,3.478942E+0
8.900000E-1,3.474995E+0
9.000000E-1,3.478284E+0
9.100000E-1,3.477955E+0
9.200000E-1,3.475653E+0
9.300000E-1,3.478942E+0
9.400000E-1,3.477297E+0
9.500000E-1,3.476311E+0
9.600000E-1,3.479271E+0
9.700000E-1,3.476311E+0
9.800000E-1,3.476640E+0
9.900000E-1,3.479928E+0
1.000000E+0,3.476311E+0
1.010000E+0,3.475982E+0
1.020000E+0,3.478942E+0
1.030000E+0,3.474337E+0
1.040000E+0,3.478942E+0
1.050000E+0,3.478942E+0
1.060000E+0,3.475324E+0
1.070000E+0,3.477955E+0
1.080000E+0,3.476640E+0
1.090000E+0,3.477297E+0
1.100000E+0,3.478942E+0
1.110000E+0,3.478284E+0
1.120000E+0,3.475653E+0
1.130000E+0,3.478613E+0
1.140000E+0,3.475982E+0
1.150000E+0,3.475324E+0
1.160000E+0,3.478942E+0
1.170000E+0,3.476311E+0
1.180000E+0,3.475653E+0
1.190000E+0,3.479271E+0
1.200000E+0,3.475324E+0
1.210000E+0,3.475982E+0
1.220000E+0,3.478284E+0
1.230000E+0,3.473351E+0
1.240000E+0,3.476968E+0
1.250000E+0,3.477297E+0
1.260000E+0,3.474995E+0
1.270000E+0,3.477955E+0
1.280000E+0,3.476640E+0
1.290000E+0,3.476311E+0
1.300000E+0,3.477955E+0
1.310000E+0,3.477955E+0
1.320000E+0,3.475982E+0
1.330000E+0,3.481244E+0
1.340000E+0,3.475982E+0
1.350000E+0,3.475324E+0
1.360000E+0,3.478613E+0
1.370000E+0,3.475653E+0
1.380000E+0,3.478284E+0
1.390000E+0,3.478284E+0
1.400000E+0,3.475982E+0
1.410000E+0,3.476640E+0
1.420000E+0,3.477626E+0
1.430000E+0,3.476311E+0
1.440000E+0,3.476640E+0
1.450000E+0,3.477297E+0
1.460000E+0,3.475324E+0
1.470000E+0,3.478613E+0
1.480000E+0,3.476640E+0
1.490000E+0,3.474995E+0
1.500000E+0,3.478613E+0
1.510000E+0,3.477297E+0
1.520000E+0,3.476968E+0
1.530000E+0,3.478284E+0
1.540000E+0,3.475982E+0
1.550000E+0,3.476311E+0
1.560000E+0,3.478613E+0
1.570000E+0,3.476311E+0
1.580000E+0,3.476968E+0
1.590000E+0,3.477955E+0
1.600000E+0,3.476640E+0
1.610000E+0,3.476968E+0
1.620000E+0,3.478613E+0
1.630000E+0,3.475982E+0
1.640000E+0,3.478613E+0
1.650000E+0,3.477955E+0
1.660000E+0,3.476311E+0
1.670000E+0,3.479600E+0
1.680000E+0,3.478284E+0
1.690000E+0,3.475653E+0
1.700000E+0,3.478942E+0
1.710000E+0,3.476311E+0
1.720000E+0,3.476640E+0
1.730000E+0,3.477297E+0
1.740000E+0,3.475982E+0
1.750000E+0,3.474995E+0
1.760000E+0,3.478942E+0
1.770000E+0,3.474995E+0
1.780000E+0,3.477626E+0
1.790000E+0,3.479271E+0
1.800000E+0,3.475324E+0
1.810000E+0,3.478613E+0
1.820000E+0,3.477955E+0
1.830000E+0,3.476311E+0
1.840000E+0,3.477955E+0
1.850000E+0,3.477955E+0
1.860000E+0,3.475324E+0
1.870000E+0,3.479271E+0
1.880000E+0,3.477626E+0
1.890000E+0,3.475653E+0
1.900000E+0,3.478942E+0
1.910000E+0,3.476311E+0
1.920000E+0,3.476640E+0
1.930000E+0,3.478284E+0
1.940000E+0,3.474995E+0
1.950000E+0,NaN
1.960000E+0,NaN
1.970000E+0,NaN
1.980000E+0,NaN
1.990000E+0,NaN
2.000000E+0,NaN
2.010000E+0,NaN
2.020000E+0,NaN
2.030000E+0,NaN
2.040000E+0,NaN
2.050000E+0,NaN
2.060000E+0,NaN
2.070000E+0,NaN
2.080000E+0,NaN
2.090000E+0,NaN
2.100000E+0,NaN
2.110000E+0,NaN
2.120000E+0,NaN
2.130000E+0,NaN
2.140000E+0,NaN
2.150000E+0,NaN
2.160000E+0,NaN
2.170000E+0,NaN
2.180000E+0,NaN
2.190000E+0,NaN
2.200000E+0,NaN
2.210000E+0,NaN
2.220000E+0,NaN
2.230000E+0,NaN
2.240000E+0,NaN
2.250000E+0,NaN
2.260000E+0,NaN
2.270000E+0,NaN
2.280000E+0,NaN
2.290000E+0,NaN
2.300000E+0,NaN
2.310000E+0,NaN
2.320000E+0,NaN
2.330000E+0,NaN
2.340000E+0,NaN
2.350000E+0,NaN
2.360000E+0,NaN
2.370000E+0,NaN
2.380000E+0,NaN
2.390000E+0,NaN
2.400000E+0,NaN
2.410000E+0,NaN
2.420000E+0,NaN
2.430000E+0,NaN
2.440000E+0,NaN
2.450000E+0,NaN
2.460000E+0,NaN
2.470000E+0,NaN
2.480000E+0,NaN
2.490000E+0,NaN
2.500000E+0,NaN
2.510000E+0,NaN
2.520000E+0,NaN
2.530000E+0,NaN
2.540000E+0,NaN
2.550000E+0,NaN
2.560000E+0,NaN
2.570000E+0,NaN
2.580000E+0,NaN
2.590000E+0,NaN
2.600000E+0,NaN
2.610000E+0,NaN
2.620000E+0,NaN
2.630000E+0,NaN
2.640000E+0,NaN
2.650000E+0,NaN
2.660000E+0,NaN
2.670000E+0,NaN
2.680000E+0,NaN
2.690000E+0,NaN
2.700000E+0,NaN
2.710000E+0,NaN
2.720000E+0,NaN
2.730000E+0,NaN
2.740000E+0,NaN
2.750000E+0,NaN
2.760000E+0,NaN
2.770000E+0,NaN
2.780000E+0,NaN
2.790000E+0,NaN
2.800000E+0,NaN
2.810000E+0,NaN
2.820000E+0,NaN
2.830000E+0,NaN
2.840000E+0,NaN
2.850000E+0,NaN
2.860000E+0,NaN
2.870000E+0,NaN
2.880000E+0,NaN
2.890000E+0,NaN
2.900000E+0,NaN
2.910000E+0,NaN
2.920000E+0,NaN
2.930000E+0,NaN
2.940000E+0,NaN
2.950000E+0,NaN
2.960000E+0,NaN
2.970000E+0,NaN
2.980000E+0,NaN
2.990000E+0,NaN
